lemma_id,lemma,in_model,decision_needed_vowel,decision_needed_coda,surface_variants,dwds_headword,anchor_vowel_pres,anchor_vowel_pastsg,anchor_vowel_pastpl,anchor_coda_pastsg,anchor_coda_pastpl,late_vowel_sg,late_vowel_pl,late_vowel_unmatched,late_coda_sg,late_coda_pl,late_coda_unmatched,proposed_vowel_past_winner,proposed_vowel_note,proposed_coda_past_winner,proposed_coda_note,nhg_preterite,proposed_winner_reference,confidence,reference_note,vowel_past_winner,coda_past_winner,curator_note
255,slièzen,no,yes,no,slièzen | în-slièzen | be-slièzen | slièzen/ûf+ | ver-slièzen | ent-slièzen,,CG:ie UG:ie,CG:o UG:o,CG:u UG:u,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
53,slâfen,yes,no,no,slâfen | schlafen | be-slâfen | ge-slâfen | ent-slâfen | ver-slâfen,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:f UG:f,CG:f UG:f,0,0,1,0,0,1,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
174,slîchen,no,yes,no,slîchen | ge-slîchen | er-slîchen | be-slîchen | schleichen | slîchen/ûf>+,,UG:i,UG:ei,UG:i,UG:χ,UG:χ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
256,slîfen,no,no,no,slîfen | be-slîfen | zer-slîfen | ent-slîfen | slîfen/abe>+,,CG:i UG:i,CG:ei UG:ei,CG:- UG:-,CG:f UG:f,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
257,slîzen,no,no,no,slîzen | ver-slîzen | zer-slîzen | ent-slîzen | slîzen/abe+,,UG:i,UG:ei,UG:-,UG:z,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
422,smërzen,no,no,no,smërzen,,CG:e UG:i,CG:- UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
194,sollen,no,no,no,sollen,sollen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
358,spalten,no,no,no,spalten | ge-spalten | zer-spalten,,CG:a UG:a,CG:ie UG:ie,CG:- UG:ie,CG:l UG:l,CG:- UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
259,spannen,no,no,no,spannen | be-spannen | ge-spannen | spannen/ûf>+ | spannen/umbe>+,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG: UG:,CG: UG:,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
196,spinnen,no,no,no,spinnen,spinnen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
27,sprechen,yes,no,no,sprechen | sprëchen | zusprechen | besprechen | ansprechen | versprechen,sprechen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:χ UG:χ,CG:χ UG:χ,0,0,35,0,0,35,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
260,spîwen,no,no,no,spîwen | be-spîwen | spîwen/ûz+ | ver-spîwen | spîwen/ûz>+ | spîwen/ûz<.+,,CG:i UG:i,CG:e UG:ei,CG:- UG:-,CG: UG:,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
32,stechen,yes,no,no,stechen | stëchen | ausstechen | ge-stëchen | er-stëchen | zer-stëchen,stechen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:χ UG:χ,CG:χ UG:χ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
9,stehen,no,no,no,stehen | gestehen | bestehen | verstehen | aufstehen | entstehen,stehen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
197,stehlen,yes,no,no,stehlen | stël(e)n | ver-stël(e)n | stël(e)n/abe>+ | ver-stël(e)n/vor(e)>+,stehlen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:l UG:l,CG:l UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
58,stellen,no,no,no,stellen | bestellen,stellen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
201,strafen,no,no,no,strafen,strafen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
204,studieren,no,no,no,studieren,studieren,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
198,stîgen,no,yes,no,stîgen | steigen | ge-stîgen | er-stîgen | über-stîgen | stîgen/ûf>+,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:c UG:c,CG:g UG:g,0,0,12,0,0,12,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
262,stôzen,no,yes,yes,stôzen | ge-stôzen | er-stôzen | be-stôzen | ver-stôzen | stôzen/ûz<+,,CG:o UG:o,CG:ie UG:ie,CG:i UG:ie,CG:z UG:z,CG:d UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
205,suchen,no,no,no,suchen | versuchen,suchen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
185,swingen,no,no,no,swingen | schwingen | be-swingen | er-swingen | ver-swingen | swingen/ûz+,,CG:i UG:i,CG:a UG:a,CG:- UG:-,CG:nk UG:nk,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
181,swèifen,no,no,no,swèifen | schweifen | be-swèifen | ver-swèifen | umbe-swèifen | swèifen/ûf>.+,,UG:-,UG:ie,UG:ie,UG:f,UG:f,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
317,swëllen,no,no,no,swëllen | ge-swëllen | zer-swëllen | ent-swëllen,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
318,swër(e)n,no,no,no,swër(e)n | ge-swër(e)n | er-swër(e)n | ge-swër(e)n/ûz>+,,CG:i UG:e,CG:a UG:a,CG:- UG:a,CG:r UG:r,CG:- UG:r,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
263,swîchen,no,yes,no,swîchen | ge-swîchen | be-swîchen,,CG:i UG:i,CG:ei UG:ei,CG:- UG:i,CG:χ UG:χ,CG:- UG:χ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
182,swîgen,no,yes,no,swîgen | schweigen | ge-swîgen | be-swîgen | ver-swîgen | verschweigen,,CG:i UG:i,CG:ei UG:ei,CG:- UG:i,CG:c UG:c,CG:- UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
436,swînen,no,no,no,swînen | ver-swînen,,CG:- UG:i,CG:ei UG:-,CG:- UG:-,CG: UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
206,säumen,no,no,no,säumen,,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
22,sëhen,yes,no,no,sëhen | sehen | ansehen | ge-sëhen | aufsehen | versehen,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:χ UG:χ,CG:h UG:h,0,0,55,0,0,55,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
266,sîgen,no,yes,no,sîgen | be-sîgen | sîgen/ûz+ | sîgen/zuo<+ | sîgen/zuo>+ | sîgen/nider(e)>+,,CG:- UG:i,CG:ei UG:ei,CG:- UG:i,CG:c UG:c,CG:- UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
267,sûfen,no,no,no,sûfen | be-sûfen,,CG:- UG:u,CG:ou UG:ou,CG:- UG:-,CG:f UG:f,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
169,sûgen,no,no,no,sûgen | saugen,,CG:- UG:u,CG:ou UG:-,CG:- UG:-,CG:c UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
11,tragen,yes,no,no,tragen | ertragen | antragen | zutragen | abtragen | vertragen,tragen,CG:a UG:a,CG:uo UG:uo,CG:uo UG:uo,CG:c UG:c,CG:g UG:g,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
13,treten,yes,no,no,treten | trëten | antreten | abtreten | er-trëten | ge-trëten,treten,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:t UG:t,CG:t UG:t,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
210,triefen,yes,no,no,triefen | trièfen | trièfen/abe>+,triefen,UG:iu,UG:ou,UG:-,UG:f,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
62,trëffen,yes,no,no,trëffen | treffen | betreffen | ge-trëffen | ver-trëffen | übertreffen,,CG:i UG:e,CG:a UG:a,CG:- UG:a,CG:f UG:f,CG:- UG:f,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
12,trîben,no,yes,no,trîben | treiben | ge-trîben | abtreiben | zer-trîben | vertreiben,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:p UG:p,CG:b UG:b,0,0,4,0,0,4,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
63,trügen,no,yes,no,trügen | triègen | betrügen | be-triègen | ver-triègen | er-triègen/ane>+,trügen,CG:ie UG:ie,CG:ou UG:ou,CG:u UG:-,CG:c UG:c,CG:g UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
14,tun,no,no,no,tun | abtun,tun,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
31,vallen,yes,no,no,vallen | fallen | gefallen | er-vallen | be-vallen | einfallen,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:l UG:l,CG:l UG:l,0,0,9,0,0,9,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
269,valten,no,no,no,valten | be-valten | er-valten,,UG:a,UG:ie,UG:ie,UG:l,UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
435,ver-swëlhen,no,no,no,ver-swëlhen,,CG:e UG:e,CG:a UG:a,CG:- UG:-,CG:lc UG:lχ,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
446,ver-wâzen,no,no,no,ver-wâzen,,CG:- UG:a,CG:ie UG:-,CG:ie UG:-,CG:z UG:-,CG:z UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
211,verdammen,no,no,no,verdammen,verdammen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
212,verderben,no,no,no,verderben,verderben,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
213,vergessen,yes,no,no,vergessen | er-gëzzen | ver-gëzzen,vergessen,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:z UG:z,CG:z UG:z,0,0,1,0,0,1,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
215,verraten,no,no,no,verraten,verraten,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
270,vlièzen,no,yes,no,vlièzen | be-vlièzen | ge-vlièzen | er-vlièzen | ver-vlièzen | ent-vlièzen,,CG:ie UG:ie,CG:o UG:o,CG:u UG:u,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
104,vlëhten,no,no,no,vlëhten | flechten | ge-vlëhten,,CG:e UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
361,vlîzen,no,yes,no,vlîzen | ge-vlîzen | ver-vlîzen,,CG:i UG:i,CG:- UG:ei,CG:- UG:i,CG:- UG:z,CG:- UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
342,vrièsen,no,no,no,vrièsen | er-vrièsen | ge-vrièsen,,CG:iu UG:ie,CG:- UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
19,vâhen,yes,no,no,vâhen | fangen | be-vâhen | anfangen | ge-vâhen | ver-vâhen,,CG:a UG:a,CG:ie UG:ie,CG:ie UG:ie,CG:nk UG:nk,CG:ng UG:ng,0,0,3,0,0,3,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
98,wachen,no,no,no,wachen | erwachen,,UG:e,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
99,wahsen,yes,no,no,wahsen | wachsen | ge-wahsen | be-wahsen | er-wahsen | ver-wahsen,,CG:a UG:e,CG:uo UG:uo,CG:uo UG:uo,CG:hs UG:hs,CG:hs UG:hs,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
445,walken,no,no,no,walken | ver-walken,,CG:a UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
272,wallen,no,no,no,wallen | er-wallen | be-wallen | ge-wallen | wallen/ûz+ | ent-wallen,,CG:e UG:a,CG:- UG:ie,CG:- UG:-,CG:- UG:l,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
321,walten,no,no,no,walten | ge-walten | er-walten | ver-walten | ent-walten,,CG:a UG:a,CG:ie UG:ie,CG:- UG:ie,CG:l UG:l,CG:- UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
217,warten,no,no,no,warten,warten,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
218,waschen,yes,no,no,waschen | ge-waschen | waschen/abe+ | waschen/abe>+ | waschen/abe<.+,waschen,CG:a UG:a,CG:uo UG:uo,CG:- UG:uo,CG:ʃ UG:ʃ,CG:- UG:ʃ,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
219,waten,no,yes,no,waten | waten/ûz+ | durh-waten,waten,CG:- UG:a,CG:ue UG:uo,CG:uo UG:uo,CG:t UG:t,CG:t UG:t,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
220,werden,no,no,no,werden,werden,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
273,winten,no,no,yes,winten | be-winten | er-winten | ver-winten | winten/ûf+ | umbe-winten,,CG:i UG:u,CG:u UG:u,CG:u UG:u,CG:n UG:n,CG:b UG:n,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
222,wohnen,no,no,no,wohnen,wohnen,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
450,wuofen,no,no,no,wuofen,,UG:uo,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
101,wägen,yes,no,no,wägen | wëgen | erwägen | be-wëgen | er-wëgen | ge-wëgen,wägen,CG:e UG:e,CG:a UG:a,CG:- UG:a,CG:c UG:c,CG:- UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
367,wëben,no,no,no,wëben | ge-wëben | ver-wëben | unter-wëben,,UG:e,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
274,wëllen,no,yes,no,wëllen | be-wëllen,,CG:e UG:i,CG:- UG:a,CG:- UG:u,CG:- UG:l,CG:- UG:l,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
323,wërren,no,no,no,wërren | ge-wërren | ent-wërren | ver-wërren | zer-wërren | unter-wërren,,CG:e UG:e,CG:u UG:a,CG:- UG:-,CG:r UG:r,CG:- UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
15,wîchen,no,yes,no,wîchen | weichen | â-wîchen | abweichen | ge-wîchen | ent-wîchen,,CG:i UG:i,CG:- UG:ei,CG:i UG:i,CG:- UG:χ,CG:χ UG:χ,0,1,0,0,1,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
344,wîhen,no,no,no,wîhen | er-wîhen,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
33,wîsen,no,no,no,wîsen | weisen | beweisen | verweisen | ausweisen | unterweisen,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
221,wîzen,no,yes,no,wîzen | wissen | ge-wîzen | ver-wîzen,,CG:i UG:i,CG:ei UG:ei,CG:i UG:i,CG:z UG:z,CG:z UG:z,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
275,zièhen,no,yes,yes,zièhen | be-zièhen | ge-zièhen | er-zièhen | ent-zièhen | zièhen/ûz+,,CG:ie UG:ie,CG:o UG:o,CG:u UG:u,CG:χ UG:χ,CG:g UG:g,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
122,zëmen,no,no,no,zëmen | be-zëmen | geziemen | ge-zëmen | ent-zëmen | misse-zëmen,,CG:e UG:i,CG:a UG:a,CG:- UG:a,CG:m UG:m,CG:- UG:m,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
216,zër(e)n,no,no,no,zër(e)n | verzehren,,UG:i,UG:-,UG:-,UG:-,UG:-,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
447,èischen,no,yes,no,èischen | ver-èischen | èischen/vür(e)+,,UG:ei,UG:ei,UG:ie,UG:ʃ,UG:ʃ,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
102,ëzzen,yes,no,no,ëzzen | essen | ge-ëzzen | ver-ëzzen | durh-ëzzen | ëzzen/abe>+,,CG:e UG:e,CG:a UG:a,CG:a UG:a,CG:z UG:z,CG:z UG:z,0,0,2,0,0,2,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
225,üben,no,no,no,üben,üben,,,,,,0,0,0,0,0,0,unresolved,fewer than 3 classified tokens,unresolved,fewer than 3 classified tokens,,,,,,,
