ENHG Lemma,MHG Candidates,Link
vorhalten,,https://www.dwds.de/wb/etymwb/vorhalten
durchziehen,,https://www.dwds.de/wb/etymwb/durchziehen
vorlügen,,https://www.dwds.de/wb/etymwb/vorlügen
klingen,klingen,https://www.dwds.de/wb/etymwb/klingen
ausfliehen,,https://www.dwds.de/wb/etymwb/ausfliehen
ausdringen,,https://www.dwds.de/wb/etymwb/ausdringen
davonfahren,,https://www.dwds.de/wb/etymwb/davonfahren
bekleiden,,https://www.dwds.de/wb/etymwb/bekleiden
bescheiszen,,https://www.dwds.de/wb/etymwb/bescheiszen
zerstechen,,https://www.dwds.de/wb/etymwb/zerstechen
mitlaufen,,https://www.dwds.de/wb/etymwb/mitlaufen
ausrufen,,https://www.dwds.de/wb/etymwb/ausrufen
ausbrennen,,https://www.dwds.de/wb/etymwb/ausbrennen
anbringen,,https://www.dwds.de/wb/etymwb/anbringen
niederlegen,nîden,https://www.dwds.de/wb/etymwb/niederlegen
auswiegen,,https://www.dwds.de/wb/etymwb/auswiegen
darangehen,,https://www.dwds.de/wb/etymwb/darangehen
herrkommen,,https://www.dwds.de/wb/etymwb/herrkommen
zufahren,,https://www.dwds.de/wb/etymwb/zufahren
darkommen,,https://www.dwds.de/wb/etymwb/darkommen
anrennen,,https://www.dwds.de/wb/etymwb/anrennen
zulaufen,,https://www.dwds.de/wb/etymwb/zulaufen
vorkommen,komen,https://www.dwds.de/wb/etymwb/vorkommen
geloben,loven,https://www.dwds.de/wb/etymwb/geloben
ausleihen,,https://www.dwds.de/wb/etymwb/ausleihen
zusammenschlagen,,https://www.dwds.de/wb/etymwb/zusammenschlagen
einschlieszen,,https://www.dwds.de/wb/etymwb/einschlieszen
hinrinnen,,https://www.dwds.de/wb/etymwb/hinrinnen
intragen,,https://www.dwds.de/wb/etymwb/intragen
ob|unterliegen,,https://www.dwds.de/wb/etymwb/ob|unterliegen
einblasen,blâsen,https://www.dwds.de/wb/etymwb/einblasen
auswissen,,https://www.dwds.de/wb/etymwb/auswissen
eingleichen,,https://www.dwds.de/wb/etymwb/eingleichen
obhalten,,https://www.dwds.de/wb/etymwb/obhalten
auffahren,,https://www.dwds.de/wb/etymwb/auffahren
abspringen,,https://www.dwds.de/wb/etymwb/abspringen
fürdringen,,https://www.dwds.de/wb/etymwb/fürdringen
durchsteigen,,https://www.dwds.de/wb/etymwb/durchsteigen
eindringen,,https://www.dwds.de/wb/etymwb/eindringen
aufreiszen,,https://www.dwds.de/wb/etymwb/aufreiszen
siehalten,,https://www.dwds.de/wb/etymwb/siehalten
sieliegen,,https://www.dwds.de/wb/etymwb/sieliegen
liebegewinnen,,https://www.dwds.de/wb/etymwb/liebegewinnen
siesitzen,,https://www.dwds.de/wb/etymwb/siesitzen
ahnefechten,,https://www.dwds.de/wb/etymwb/ahnefechten
ahnegesehen,,https://www.dwds.de/wb/etymwb/ahnegesehen
darüberlaufen,,https://www.dwds.de/wb/etymwb/darüberlaufen
zuhalten,halten,https://www.dwds.de/wb/etymwb/zuhalten
ahnebrechen,,https://www.dwds.de/wb/etymwb/ahnebrechen
vorreden,,https://www.dwds.de/wb/etymwb/vorreden
vornehmen,,https://www.dwds.de/wb/etymwb/vornehmen
magdgeben,,https://www.dwds.de/wb/etymwb/magdgeben
zugreifen,,https://www.dwds.de/wb/etymwb/zugreifen
ahnenehmen,,https://www.dwds.de/wb/etymwb/ahnenehmen
ingefallen,,https://www.dwds.de/wb/etymwb/ingefallen
aufgraben,,https://www.dwds.de/wb/etymwb/aufgraben
auffliehen,,https://www.dwds.de/wb/etymwb/auffliehen
überbringen,,https://www.dwds.de/wb/etymwb/überbringen
|niedergehen,,https://www.dwds.de/wb/etymwb/|niedergehen
einbrechen,brëchen,https://www.dwds.de/wb/etymwb/einbrechen
vortreten,trëten,https://www.dwds.de/wb/etymwb/vortreten
zudringen,,https://www.dwds.de/wb/etymwb/zudringen
abgieszen,,https://www.dwds.de/wb/etymwb/abgieszen
ahneheben,,https://www.dwds.de/wb/etymwb/ahneheben
aufhängen,,https://www.dwds.de/wb/etymwb/aufhängen
durchsehen,,https://www.dwds.de/wb/etymwb/durchsehen
nochlaufen,,https://www.dwds.de/wb/etymwb/nochlaufen
auftrügen,,https://www.dwds.de/wb/etymwb/auftrügen
herniederfallen,,https://www.dwds.de/wb/etymwb/herniederfallen
einsinken,,https://www.dwds.de/wb/etymwb/einsinken
umfleiszen,,https://www.dwds.de/wb/etymwb/umfleiszen
umschweifen,,https://www.dwds.de/wb/etymwb/umschweifen
aushalten,halten,https://www.dwds.de/wb/etymwb/aushalten
einwachsen,,https://www.dwds.de/wb/etymwb/einwachsen
aufstreichen,,https://www.dwds.de/wb/etymwb/aufstreichen
herfürdringen,,https://www.dwds.de/wb/etymwb/herfürdringen
ausgewinnen,,https://www.dwds.de/wb/etymwb/ausgewinnen
aufhelfen,,https://www.dwds.de/wb/etymwb/aufhelfen
vorbringen,,https://www.dwds.de/wb/etymwb/vorbringen
umtreten,,https://www.dwds.de/wb/etymwb/umtreten
abwissen,,https://www.dwds.de/wb/etymwb/abwissen
anstehlen,,https://www.dwds.de/wb/etymwb/anstehlen
enschlagen,,https://www.dwds.de/wb/etymwb/enschlagen
einstehlen,,https://www.dwds.de/wb/etymwb/einstehlen
anfinden,,https://www.dwds.de/wb/etymwb/anfinden
anwerfen,wërfen,https://www.dwds.de/wb/etymwb/anwerfen
entlassen,lâzen,https://www.dwds.de/wb/etymwb/entlassen
flechten,vlëhten,https://www.dwds.de/wb/etymwb/flechten
th,,https://www.dwds.de/wb/etymwb/th
durchschneiden,snîden,https://www.dwds.de/wb/etymwb/durchschneiden
aufbersten,,https://www.dwds.de/wb/etymwb/aufbersten
zerspalten,,https://www.dwds.de/wb/etymwb/zerspalten
zubeschlieszen,,https://www.dwds.de/wb/etymwb/zubeschlieszen
abrinnen,,https://www.dwds.de/wb/etymwb/abrinnen
abtun,tugen; tuon,https://www.dwds.de/wb/etymwb/abtun
beikommen,,https://www.dwds.de/wb/etymwb/beikommen
anhalten,halten,https://www.dwds.de/wb/etymwb/anhalten
aus|eingehen,,https://www.dwds.de/wb/etymwb/aus|eingehen
beifinden,,https://www.dwds.de/wb/etymwb/beifinden
mitschreiben,,https://www.dwds.de/wb/etymwb/mitschreiben
aussteigen,,https://www.dwds.de/wb/etymwb/aussteigen
einlaufen,loven,https://www.dwds.de/wb/etymwb/einlaufen
ablaufen,loven,https://www.dwds.de/wb/etymwb/ablaufen
solchsehen,,https://www.dwds.de/wb/etymwb/solchsehen
vorbitten,,https://www.dwds.de/wb/etymwb/vorbitten
wollen,wëllen,https://www.dwds.de/wb/etymwb/wollen
nan,,https://www.dwds.de/wb/etymwb/nan
{nehmen},,https://www.dwds.de/wb/etymwb/{nehmen}
acht,,https://www.dwds.de/wb/etymwb/acht
herab,håhen,https://www.dwds.de/wb/etymwb/herab
streich,strîchen,https://www.dwds.de/wb/etymwb/streich
gezusprechen,,https://www.dwds.de/wb/etymwb/gezusprechen
gabe,gëben,https://www.dwds.de/wb/etymwb/gabe
geanheben,,https://www.dwds.de/wb/etymwb/geanheben
halb,,https://www.dwds.de/wb/etymwb/halb
vollebringen,,https://www.dwds.de/wb/etymwb/vollebringen
gut,,https://www.dwds.de/wb/etymwb/gut
geschwind,swînen,https://www.dwds.de/wb/etymwb/geschwind
hiessen,,https://www.dwds.de/wb/etymwb/hiessen
hindernis,hin­ken,https://www.dwds.de/wb/etymwb/hindernis
{stehen},,https://www.dwds.de/wb/etymwb/{stehen}
schier,schëren,https://www.dwds.de/wb/etymwb/schier
gessen,,https://www.dwds.de/wb/etymwb/gessen
retten,rîten,https://www.dwds.de/wb/etymwb/retten
forecht,,https://www.dwds.de/wb/etymwb/forecht
herz,,https://www.dwds.de/wb/etymwb/herz
vnrecht,,https://www.dwds.de/wb/etymwb/vnrecht
glaube,glîten,https://www.dwds.de/wb/etymwb/glaube
behand,,https://www.dwds.de/wb/etymwb/behand
blosen,,https://www.dwds.de/wb/etymwb/blosen
soelend,,https://www.dwds.de/wb/etymwb/soelend
liessen,,https://www.dwds.de/wb/etymwb/liessen
darzwischen,,https://www.dwds.de/wb/etymwb/darzwischen
vberkommen,,https://www.dwds.de/wb/etymwb/vberkommen
anhängen,,https://www.dwds.de/wb/etymwb/anhängen
vnwissen,,https://www.dwds.de/wb/etymwb/vnwissen
geschieszen,,https://www.dwds.de/wb/etymwb/geschieszen
niederschlagen,,https://www.dwds.de/wb/etymwb/niederschlagen
schlob,,https://www.dwds.de/wb/etymwb/schlob
stoessen,,https://www.dwds.de/wb/etymwb/stoessen
bestreichen,,https://www.dwds.de/wb/etymwb/bestreichen
geschichte,gên,https://www.dwds.de/wb/etymwb/geschichte
geanbieten,,https://www.dwds.de/wb/etymwb/geanbieten
pluotflusz,,https://www.dwds.de/wb/etymwb/pluotflusz
gesein,,https://www.dwds.de/wb/etymwb/gesein
vnderstosz,,https://www.dwds.de/wb/etymwb/vnderstosz
vnderstehen,,https://www.dwds.de/wb/etymwb/vnderstehen
kaum,kîmen,https://www.dwds.de/wb/etymwb/kaum
dergleichen,,https://www.dwds.de/wb/etymwb/dergleichen
vliegen,,https://www.dwds.de/wb/etymwb/vliegen
wirauch,,https://www.dwds.de/wb/etymwb/wirauch
dürfen,durfen,https://www.dwds.de/wb/etymwb/dürfen
{finden},,https://www.dwds.de/wb/etymwb/{finden}
zertreten,,https://www.dwds.de/wb/etymwb/zertreten
{gehen},,https://www.dwds.de/wb/etymwb/{gehen}
verschaffen,,https://www.dwds.de/wb/etymwb/verschaffen
überliegen,,https://www.dwds.de/wb/etymwb/überliegen
muessen,,https://www.dwds.de/wb/etymwb/muessen
auserschallen,,https://www.dwds.de/wb/etymwb/auserschallen
obgleich,,https://www.dwds.de/wb/etymwb/obgleich
erwachen,wachen; wahen,https://www.dwds.de/wb/etymwb/erwachen
name,nĕmen,https://www.dwds.de/wb/etymwb/name
beaufstehen,,https://www.dwds.de/wb/etymwb/beaufstehen
hinlassen,,https://www.dwds.de/wb/etymwb/hinlassen
vngeschicklichkeit,,https://www.dwds.de/wb/etymwb/vngeschicklichkeit
schjeder,,https://www.dwds.de/wb/etymwb/schjeder
vorwissen,,https://www.dwds.de/wb/etymwb/vorwissen
kriechen,krièchen,https://www.dwds.de/wb/etymwb/kriechen
vermissen,vrèischen,https://www.dwds.de/wb/etymwb/vermissen
keden,,https://www.dwds.de/wb/etymwb/keden
geessen,,https://www.dwds.de/wb/etymwb/geessen
verlöschen,lëschen; lësen,https://www.dwds.de/wb/etymwb/verlöschen
übermessen,,https://www.dwds.de/wb/etymwb/übermessen
<unknown>,,https://www.dwds.de/wb/etymwb/<unknown>
besein,,https://www.dwds.de/wb/etymwb/besein
beangreifen,,https://www.dwds.de/wb/etymwb/beangreifen
enpfumfangen,,https://www.dwds.de/wb/etymwb/enpfumfangen
gename,,https://www.dwds.de/wb/etymwb/gename
sittenmall,,https://www.dwds.de/wb/etymwb/sittenmall
manbrufen,,https://www.dwds.de/wb/etymwb/manbrufen
beaufgehen,,https://www.dwds.de/wb/etymwb/beaufgehen
oben,,https://www.dwds.de/wb/etymwb/oben
bunttbrufen,,https://www.dwds.de/wb/etymwb/bunttbrufen
lauf,"[""loufen""",https://www.dwds.de/wb/etymwb/lauf
treng,,https://www.dwds.de/wb/etymwb/treng
gericht,rîten,https://www.dwds.de/wb/etymwb/gericht
item,,https://www.dwds.de/wb/etymwb/item
dessgleichen,,https://www.dwds.de/wb/etymwb/dessgleichen
bürger,,https://www.dwds.de/wb/etymwb/bürger
welend,,https://www.dwds.de/wb/etymwb/welend
menge,"[""mèngen""",https://www.dwds.de/wb/etymwb/menge
uiliegen,,https://www.dwds.de/wb/etymwb/uiliegen
angrif,,https://www.dwds.de/wb/etymwb/angrif
eranschlagen,,https://www.dwds.de/wb/etymwb/eranschlagen
erwilden,,https://www.dwds.de/wb/etymwb/erwilden
dräuen,drouwen,https://www.dwds.de/wb/etymwb/dräuen
brögen,,https://www.dwds.de/wb/etymwb/brögen
taugen,tugen,https://www.dwds.de/wb/etymwb/taugen
können,kœnnen,https://www.dwds.de/wb/etymwb/können
pfeifen,pfîfen,https://www.dwds.de/wb/etymwb/pfeifen
abbringen,,https://www.dwds.de/wb/etymwb/abbringen
gruessen,,https://www.dwds.de/wb/etymwb/gruessen
beschsein,,https://www.dwds.de/wb/etymwb/beschsein
widerfahren,,https://www.dwds.de/wb/etymwb/widerfahren
vermesse,,https://www.dwds.de/wb/etymwb/vermesse
beeinschlieszen,,https://www.dwds.de/wb/etymwb/beeinschlieszen
gefangen,,https://www.dwds.de/wb/etymwb/gefangen
kasteien,kièsen,https://www.dwds.de/wb/etymwb/kasteien
niederbrechen,,https://www.dwds.de/wb/etymwb/niederbrechen
geding,,https://www.dwds.de/wb/etymwb/geding
icht,,https://www.dwds.de/wb/etymwb/icht
wissagen,,https://www.dwds.de/wb/etymwb/wissagen
eranheben,,https://www.dwds.de/wb/etymwb/eranheben
haessen,,https://www.dwds.de/wb/etymwb/haessen
bewi(e)derkommen,,https://www.dwds.de/wb/etymwb/bewi(e)derkommen
geansehen,,https://www.dwds.de/wb/etymwb/geansehen
adam,,https://www.dwds.de/wb/etymwb/adam
erguessen,,https://www.dwds.de/wb/etymwb/erguessen
enpanhängen,,https://www.dwds.de/wb/etymwb/enpanhängen
nuessen,,https://www.dwds.de/wb/etymwb/nuessen
darnach,,https://www.dwds.de/wb/etymwb/darnach
wideraufstehen,,https://www.dwds.de/wb/etymwb/wideraufstehen
widersagen,,https://www.dwds.de/wb/etymwb/widersagen
erzusprechen,,https://www.dwds.de/wb/etymwb/erzusprechen
getrösten,,https://www.dwds.de/wb/etymwb/getrösten
fünf,,https://www.dwds.de/wb/etymwb/fünf
teilen,spalten,https://www.dwds.de/wb/etymwb/teilen
durchtreiben,,https://www.dwds.de/wb/etymwb/durchtreiben
wi(e)derrufen,,https://www.dwds.de/wb/etymwb/wi(e)derrufen
überbinden,,https://www.dwds.de/wb/etymwb/überbinden
anhaben,,https://www.dwds.de/wb/etymwb/anhaben
nagen,nagen,https://www.dwds.de/wb/etymwb/nagen
schlüpfen,slîfen; slièfen,https://www.dwds.de/wb/etymwb/schlüpfen
untersprechen,,https://www.dwds.de/wb/etymwb/untersprechen
theide,,https://www.dwds.de/wb/etymwb/theide
gen,ginnen,https://www.dwds.de/wb/etymwb/gen
volbringen,,https://www.dwds.de/wb/etymwb/volbringen
vertziehen,,https://www.dwds.de/wb/etymwb/vertziehen
miaufstehen,,https://www.dwds.de/wb/etymwb/miaufstehen
zagen,zîhen,https://www.dwds.de/wb/etymwb/zagen
vbergrosz,,https://www.dwds.de/wb/etymwb/vbergrosz
verzurichten,,https://www.dwds.de/wb/etymwb/verzurichten
mildigkeit,,https://www.dwds.de/wb/etymwb/mildigkeit
bis,bîzen,https://www.dwds.de/wb/etymwb/bis
erlosen,,https://www.dwds.de/wb/etymwb/erlosen
sibestehen,,https://www.dwds.de/wb/etymwb/sibestehen
enpanfangen,,https://www.dwds.de/wb/etymwb/enpanfangen
uberheben,,https://www.dwds.de/wb/etymwb/uberheben
scanheben,,https://www.dwds.de/wb/etymwb/scanheben
geweisen,,https://www.dwds.de/wb/etymwb/geweisen
vmbfürgeben,,https://www.dwds.de/wb/etymwb/vmbfürgeben
schlosz,,https://www.dwds.de/wb/etymwb/schlosz
brachen,,https://www.dwds.de/wb/etymwb/brachen
gewinn,winden,https://www.dwds.de/wb/etymwb/gewinn
streit,strîten,https://www.dwds.de/wb/etymwb/streit
verretenschaffen,,https://www.dwds.de/wb/etymwb/verretenschaffen
enpfangen,,https://www.dwds.de/wb/etymwb/enpfangen
widerzusprechen,,https://www.dwds.de/wb/etymwb/widerzusprechen
uerstehen,,https://www.dwds.de/wb/etymwb/uerstehen
getrost,,https://www.dwds.de/wb/etymwb/getrost
einfangen,,https://www.dwds.de/wb/etymwb/einfangen
verschmähe,,https://www.dwds.de/wb/etymwb/verschmähe
beschlassen,,https://www.dwds.de/wb/etymwb/beschlassen
ingedenken,,https://www.dwds.de/wb/etymwb/ingedenken
schlaufen,,https://www.dwds.de/wb/etymwb/schlaufen
hof,houwen; hâhen,https://www.dwds.de/wb/etymwb/hof
radbrechen,,https://www.dwds.de/wb/etymwb/radbrechen
schaben,schaben,https://www.dwds.de/wb/etymwb/schaben
bestreiten,strîten,https://www.dwds.de/wb/etymwb/bestreiten
erzwingen,,https://www.dwds.de/wb/etymwb/erzwingen
erwiegen,,https://www.dwds.de/wb/etymwb/erwiegen
schlügen,,https://www.dwds.de/wb/etymwb/schlügen
greben,,https://www.dwds.de/wb/etymwb/greben
vberträffen,,https://www.dwds.de/wb/etymwb/vberträffen
vberlaufen,,https://www.dwds.de/wb/etymwb/vberlaufen
koende,,https://www.dwds.de/wb/etymwb/koende
<none>,,https://www.dwds.de/wb/etymwb/<none>
weinberg,,https://www.dwds.de/wb/etymwb/weinberg
mahab,,https://www.dwds.de/wb/etymwb/mahab
aauszen,,https://www.dwds.de/wb/etymwb/aauszen
verlehnen,,https://www.dwds.de/wb/etymwb/verlehnen
trecken,trëchen,https://www.dwds.de/wb/etymwb/trecken
gehorsam,,https://www.dwds.de/wb/etymwb/gehorsam
beschreien,,https://www.dwds.de/wb/etymwb/beschreien
gesinnen,,https://www.dwds.de/wb/etymwb/gesinnen
bebieten,,https://www.dwds.de/wb/etymwb/bebieten
anwerben,,https://www.dwds.de/wb/etymwb/anwerben
wi(e)derschreiben,,https://www.dwds.de/wb/etymwb/wi(e)derschreiben
verschwören,swèren; swëren,https://www.dwds.de/wb/etymwb/verschwören
sieben,sÈben,https://www.dwds.de/wb/etymwb/sieben
vor,vâhen,https://www.dwds.de/wb/etymwb/vor
manch,muegen,https://www.dwds.de/wb/etymwb/manch
nicht,niuwen,https://www.dwds.de/wb/etymwb/nicht
einig,binden; binten,https://www.dwds.de/wb/etymwb/einig
oder,,https://www.dwds.de/wb/etymwb/oder
freund,vrièsen,https://www.dwds.de/wb/etymwb/freund
dritte,,https://www.dwds.de/wb/etymwb/dritte
auf,,https://www.dwds.de/wb/etymwb/auf
gelaufe,,https://www.dwds.de/wb/etymwb/gelaufe
ausbreiten,,https://www.dwds.de/wb/etymwb/ausbreiten
also,,https://www.dwds.de/wb/etymwb/also
ursehen,,https://www.dwds.de/wb/etymwb/ursehen
geurlaufen,,https://www.dwds.de/wb/etymwb/geurlaufen
muormuoringen,,https://www.dwds.de/wb/etymwb/muormuoringen
zebrechen,,https://www.dwds.de/wb/etymwb/zebrechen
leib,lîben,https://www.dwds.de/wb/etymwb/leib
schuldig,,https://www.dwds.de/wb/etymwb/schuldig
miszsprechen,,https://www.dwds.de/wb/etymwb/miszsprechen
Köln,,https://www.dwds.de/wb/etymwb/Köln
wedersehen,,https://www.dwds.de/wb/etymwb/wedersehen
algemein,,https://www.dwds.de/wb/etymwb/algemein
todt,,https://www.dwds.de/wb/etymwb/todt
strasze,,https://www.dwds.de/wb/etymwb/strasze
karm,,https://www.dwds.de/wb/etymwb/karm
befürgehen,,https://www.dwds.de/wb/etymwb/befürgehen
bezusprechen,,https://www.dwds.de/wb/etymwb/bezusprechen
geirlegen,,https://www.dwds.de/wb/etymwb/geirlegen
reid,,https://www.dwds.de/wb/etymwb/reid
wederzusprechen,,https://www.dwds.de/wb/etymwb/wederzusprechen
graf,,https://www.dwds.de/wb/etymwb/graf
wedersprechen,,https://www.dwds.de/wb/etymwb/wedersprechen
not,niuwen,https://www.dwds.de/wb/etymwb/not
brief,grîfen,https://www.dwds.de/wb/etymwb/brief
engelbringen,,https://www.dwds.de/wb/etymwb/engelbringen
moessen,,https://www.dwds.de/wb/etymwb/moessen
geschein,,https://www.dwds.de/wb/etymwb/geschein
wapenden,,https://www.dwds.de/wb/etymwb/wapenden
vogt,vëhten,https://www.dwds.de/wb/etymwb/vogt
sliegen,,https://www.dwds.de/wb/etymwb/sliegen
butgessen,,https://www.dwds.de/wb/etymwb/butgessen
wer,,https://www.dwds.de/wb/etymwb/wer
saindem,,https://www.dwds.de/wb/etymwb/saindem
intkommen,,https://www.dwds.de/wb/etymwb/intkommen
intsehen,,https://www.dwds.de/wb/etymwb/intsehen
gemeindem,,https://www.dwds.de/wb/etymwb/gemeindem
entsehen,,https://www.dwds.de/wb/etymwb/entsehen
slauf,,https://www.dwds.de/wb/etymwb/slauf
eintgehen,,https://www.dwds.de/wb/etymwb/eintgehen
bedrohen,drouwen; drôen,https://www.dwds.de/wb/etymwb/bedrohen
kraft,krîgen,https://www.dwds.de/wb/etymwb/kraft
betracht,binten,https://www.dwds.de/wb/etymwb/betracht
naringen,,https://www.dwds.de/wb/etymwb/naringen
mjeder,,https://www.dwds.de/wb/etymwb/mjeder
vntweichen,,https://www.dwds.de/wb/etymwb/vntweichen
enfolgen,,https://www.dwds.de/wb/etymwb/enfolgen
verwairlosen,,https://www.dwds.de/wb/etymwb/verwairlosen
habe,,https://www.dwds.de/wb/etymwb/habe
geboessen,,https://www.dwds.de/wb/etymwb/geboessen
aueabstellen,,https://www.dwds.de/wb/etymwb/aueabstellen
wessen,,https://www.dwds.de/wb/etymwb/wessen
entpfrroindem,,https://www.dwds.de/wb/etymwb/entpfrroindem
weise,wîsen,https://www.dwds.de/wb/etymwb/weise
indeinhalten,,https://www.dwds.de/wb/etymwb/indeinhalten
nyessen,,https://www.dwds.de/wb/etymwb/nyessen
masz,,https://www.dwds.de/wb/etymwb/masz
knagen,,https://www.dwds.de/wb/etymwb/knagen
vergiessen,,https://www.dwds.de/wb/etymwb/vergiessen
niessen,,https://www.dwds.de/wb/etymwb/niessen
indem,binden,https://www.dwds.de/wb/etymwb/indem
vordringen,,https://www.dwds.de/wb/etymwb/vordringen
wringen,wigen,https://www.dwds.de/wb/etymwb/wringen
vertrank,,https://www.dwds.de/wb/etymwb/vertrank
botschaf,,https://www.dwds.de/wb/etymwb/botschaf
beaufheben,,https://www.dwds.de/wb/etymwb/beaufheben
slaufen,,https://www.dwds.de/wb/etymwb/slaufen
neffe,,https://www.dwds.de/wb/etymwb/neffe
neid,nîden,https://www.dwds.de/wb/etymwb/neid
drecht,,https://www.dwds.de/wb/etymwb/drecht
ouerkommen,,https://www.dwds.de/wb/etymwb/ouerkommen
geynreleyweisz,,https://www.dwds.de/wb/etymwb/geynreleyweisz
woche,wîchen,https://www.dwds.de/wb/etymwb/woche
stiessen,,https://www.dwds.de/wb/etymwb/stiessen
hulthun,,https://www.dwds.de/wb/etymwb/hulthun
stadt,stân,https://www.dwds.de/wb/etymwb/stadt
herziehen,,https://www.dwds.de/wb/etymwb/herziehen
kreich,,https://www.dwds.de/wb/etymwb/kreich
abend,,https://www.dwds.de/wb/etymwb/abend
doitwunde,,https://www.dwds.de/wb/etymwb/doitwunde
bestatt,,https://www.dwds.de/wb/etymwb/bestatt
eignen,"[""gîgen""",https://www.dwds.de/wb/etymwb/eignen
weib,wîgen; wîhen,https://www.dwds.de/wb/etymwb/weib
vnteinkommen,,https://www.dwds.de/wb/etymwb/vnteinkommen
cardinalebysschof,,https://www.dwds.de/wb/etymwb/cardinalebysschof
dienden,,https://www.dwds.de/wb/etymwb/dienden
tzoende,,https://www.dwds.de/wb/etymwb/tzoende
dinstechen,,https://www.dwds.de/wb/etymwb/dinstechen
und,,https://www.dwds.de/wb/etymwb/und
beausweisen,,https://www.dwds.de/wb/etymwb/beausweisen
veruolgehen,,https://www.dwds.de/wb/etymwb/veruolgehen
träge,tragen,https://www.dwds.de/wb/etymwb/träge
er,sîn,https://www.dwds.de/wb/etymwb/er
schraten,,https://www.dwds.de/wb/etymwb/schraten
ghangen,,https://www.dwds.de/wb/etymwb/ghangen
ghegeschehen,,https://www.dwds.de/wb/etymwb/ghegeschehen
schören,,https://www.dwds.de/wb/etymwb/schören
ghebitten,,https://www.dwds.de/wb/etymwb/ghebitten
vullenbringen,,https://www.dwds.de/wb/etymwb/vullenbringen
vorlosen,,https://www.dwds.de/wb/etymwb/vorlosen
erfgename,,https://www.dwds.de/wb/etymwb/erfgename
ganheben,,https://www.dwds.de/wb/etymwb/ganheben
anspringen,,https://www.dwds.de/wb/etymwb/anspringen
last,laden,https://www.dwds.de/wb/etymwb/last
sache,sachen,https://www.dwds.de/wb/etymwb/sache
stunde,stân,https://www.dwds.de/wb/etymwb/stunde
dayrbinnen,,https://www.dwds.de/wb/etymwb/dayrbinnen
ob,bîten,https://www.dwds.de/wb/etymwb/ob
donrekraut,,https://www.dwds.de/wb/etymwb/donrekraut
sessen,,https://www.dwds.de/wb/etymwb/sessen
daebinnen,,https://www.dwds.de/wb/etymwb/daebinnen
wand,vinden,https://www.dwds.de/wb/etymwb/wand
veraufnehmen,,https://www.dwds.de/wb/etymwb/veraufnehmen
versucht,,https://www.dwds.de/wb/etymwb/versucht
blang,,https://www.dwds.de/wb/etymwb/blang
ljeder,,https://www.dwds.de/wb/etymwb/ljeder
cristechen,,https://www.dwds.de/wb/etymwb/cristechen
gestechen,,https://www.dwds.de/wb/etymwb/gestechen
sprache,sprëchen,https://www.dwds.de/wb/etymwb/sprache
dabinnen,,https://www.dwds.de/wb/etymwb/dabinnen
abseihen,,https://www.dwds.de/wb/etymwb/abseihen
malt,,https://www.dwds.de/wb/etymwb/malt
slyäffen,,https://www.dwds.de/wb/etymwb/slyäffen
groben,,https://www.dwds.de/wb/etymwb/groben
knjeder,,https://www.dwds.de/wb/etymwb/knjeder
underaufgraben,,https://www.dwds.de/wb/etymwb/underaufgraben
dick,,https://www.dwds.de/wb/etymwb/dick
wi(e)derum,,https://www.dwds.de/wb/etymwb/wi(e)derum
erlicht,,https://www.dwds.de/wb/etymwb/erlicht
verkundicht,,https://www.dwds.de/wb/etymwb/verkundicht
zusamt,,https://www.dwds.de/wb/etymwb/zusamt
gearbeit,,https://www.dwds.de/wb/etymwb/gearbeit
geleid,,https://www.dwds.de/wb/etymwb/geleid
gesamt,sachen,https://www.dwds.de/wb/etymwb/gesamt
vntfangen,,https://www.dwds.de/wb/etymwb/vntfangen
enweg,,https://www.dwds.de/wb/etymwb/enweg
zuhand,zîhen; zëmen,https://www.dwds.de/wb/etymwb/zuhand
beifusz,,https://www.dwds.de/wb/etymwb/beifusz
geneessen,,https://www.dwds.de/wb/etymwb/geneessen
glicht,,https://www.dwds.de/wb/etymwb/glicht
krot,,https://www.dwds.de/wb/etymwb/krot
laessen,,https://www.dwds.de/wb/etymwb/laessen
salt,,https://www.dwds.de/wb/etymwb/salt
neyswurzel,,https://www.dwds.de/wb/etymwb/neyswurzel
eintrinken,,https://www.dwds.de/wb/etymwb/eintrinken
vnledicht,,https://www.dwds.de/wb/etymwb/vnledicht
ehrbar,èren,https://www.dwds.de/wb/etymwb/ehrbar
rechuerdichten,,https://www.dwds.de/wb/etymwb/rechuerdichten
steynbreich,,https://www.dwds.de/wb/etymwb/steynbreich
drauchen,,https://www.dwds.de/wb/etymwb/drauchen
wiederbringen ,,https://www.dwds.de/wb/etymwb/wiederbringen 
ergiessen,,https://www.dwds.de/wb/etymwb/ergiessen
breich,,https://www.dwds.de/wb/etymwb/breich
mitleiden,,https://www.dwds.de/wb/etymwb/mitleiden
grufen,,https://www.dwds.de/wb/etymwb/grufen
slang,,https://www.dwds.de/wb/etymwb/slang
fluessen,,https://www.dwds.de/wb/etymwb/fluessen
vollenbringen,,https://www.dwds.de/wb/etymwb/vollenbringen
stalt,,https://www.dwds.de/wb/etymwb/stalt
sweichen,,https://www.dwds.de/wb/etymwb/sweichen
verschmied,,https://www.dwds.de/wb/etymwb/verschmied
spreich,,https://www.dwds.de/wb/etymwb/spreich
drufen,,https://www.dwds.de/wb/etymwb/drufen
riessen,,https://www.dwds.de/wb/etymwb/riessen
